prioridade,tempo,nome
272813,527,fish-and-chips-201
54231,414,poitin-453
95974,84,poitin-437
278641,673,cottage-pie-927
37872,10,cottage-pie-717
240479,834,cottage-pie-960
173661,947,steak-and-ale-pie-762
116221,258,steak-and-ale-pie-38
236327,865,ploughman's-lunch-416
175906,547,ploughman's-lunch-147
184937,170,cottage-pie-529
138808,820,steak-and-ale-pie-270
89547,294,bubble-and-squeak-822
179039,305,steak-and-ale-pie-903
101800,763,cottage-pie-66
211178,266,ploughman's-lunch-133
111402,615,steak-and-ale-pie-311
192122,286,ploughman's-lunch-51
53886,744,steak-and-ale-pie-433
180053,892,bubble-and-squeak-150
141041,212,steak-and-ale-pie-358
278457,791,poitin-142
65117,755,cottage-pie-977
277389,754,steak-and-ale-pie-5
257578,693,steak-and-ale-pie-996
194327,552,steak-and-ale-pie-578
83313,550,bubble-and-squeak-426
252352,277,ploughman's-lunch-711
50562,894,fish-and-chips-829
82824,165,ploughman's-lunch-638
196185,364,poitin-216
199544,926,steak-and-ale-pie-674
276008,865,fish-and-chips-101
138524,477,bubble-and-squeak-206
287866,512,poitin-488
31729,85,bubble-and-squeak-612
240858,174,poitin-650
194139,833,steak-and-ale-pie-914
137348,756,steak-and-ale-pie-161
23338,552,poitin-814
239169,47,bubble-and-squeak-292
26673,505,steak-and-ale-pie-255
54522,614,bubble-and-squeak-211
133461,383,bubble-and-squeak-33
168064,184,fish-and-chips-737
89774,707,ploughman's-lunch-798
3812,482,steak-and-ale-pie-889
257278,429,steak-and-ale-pie-507
41520,821,poitin-692
296183,939,cottage-pie-500
210593,370,cottage-pie-353
70337,988,bubble-and-squeak-266
231686,251,bubble-and-squeak-952
290720,770,ploughman's-lunch-458
144454,167,steak-and-ale-pie-816
130113,271,ploughman's-lunch-211
101020,855,ploughman's-lunch-830
180733,461,cottage-pie-102
190261,186,cottage-pie-533
87093,115,fish-and-chips-362
244055,234,poitin-825
116236,257,steak-and-ale-pie-490
175508,635,ploughman's-lunch-658
75344,295,poitin-46
30989,635,bubble-and-squeak-542
44366,248,steak-and-ale-pie-311
218827,150,fish-and-chips-67
117713,828,poitin-7
14033,358,fish-and-chips-708
229381,378,fish-and-chips-258
152373,477,bubble-and-squeak-191
286650,952,steak-and-ale-pie-183
200856,851,poitin-23
107251,255,bubble-and-squeak-11
56598,434,ploughman's-lunch-870
119196,79,ploughman's-lunch-256
53187,784,cottage-pie-813
213706,641,ploughman's-lunch-38
137190,407,poitin-310
1403,955,poitin-19
222462,560,fish-and-chips-559
81508,294,steak-and-ale-pie-121
228125,534,ploughman's-lunch-147
50970,276,ploughman's-lunch-700
290119,938,ploughman's-lunch-985
84753,127,bubble-and-squeak-465
43030,977,ploughman's-lunch-877
136674,388,cottage-pie-69
283135,776,poitin-334
187632,45,poitin-804
92359,645,fish-and-chips-274
23130,505,poitin-187
89421,138,fish-and-chips-615
121100,346,bubble-and-squeak-200
62682,94,ploughman's-lunch-20
75274,398,steak-and-ale-pie-578
89619,774,poitin-857
158958,855,fish-and-chips-668
85743,154,poitin-69
40350,986,ploughman's-lunch-867
253906,810,cottage-pie-407
120888,527,poitin-912
277234,573,poitin-882
256594,368,poitin-959
283306,423,fish-and-chips-761
69361,145,steak-and-ale-pie-926
290028,471,poitin-89
40716,309,poitin-570
72451,945,ploughman's-lunch-781
149242,951,poitin-836
942,189,poitin-987
11264,522,poitin-346
58557,200,poitin-373
80864,955,cottage-pie-938
219184,132,ploughman's-lunch-467
209927,182,bubble-and-squeak-604
68957,948,steak-and-ale-pie-425
67354,68,poitin-214
137054,862,fish-and-chips-598
125412,75,bubble-and-squeak-793
139620,307,ploughman's-lunch-226
106268,67,fish-and-chips-490
6153,666,cottage-pie-393
99827,220,cottage-pie-426
232787,652,poitin-295
280569,618,cottage-pie-888
222705,717,cottage-pie-24
227908,667,fish-and-chips-265
38510,156,fish-and-chips-222
237733,694,fish-and-chips-218
188770,821,cottage-pie-669
36934,684,bubble-and-squeak-819
137239,478,poitin-367
273416,776,bubble-and-squeak-613
174777,289,cottage-pie-89
259865,867,bubble-and-squeak-252
229020,775,poitin-782
51344,534,ploughman's-lunch-175
296288,532,poitin-142
219802,389,fish-and-chips-228
178617,798,ploughman's-lunch-203
150486,570,poitin-24
284048,607,cottage-pie-362
175095,615,poitin-992
255384,166,poitin-727
103385,553,poitin-609
156367,497,steak-and-ale-pie-324
25374,1000,ploughman's-lunch-592
67596,548,bubble-and-squeak-934
187673,846,bubble-and-squeak-738
90468,283,fish-and-chips-66
82229,322,ploughman's-lunch-933
15011,503,ploughman's-lunch-979
201053,346,steak-and-ale-pie-617
231770,178,fish-and-chips-620
36133,46,bubble-and-squeak-12
39159,232,steak-and-ale-pie-358
52925,126,poitin-180
292975,543,ploughman's-lunch-472
202036,822,poitin-314
170194,963,ploughman's-lunch-425
227708,990,cottage-pie-384
244928,143,steak-and-ale-pie-1
101939,806,steak-and-ale-pie-645
119617,406,fish-and-chips-220
287838,947,steak-and-ale-pie-720
143878,99,fish-and-chips-93
85531,569,cottage-pie-954
264455,825,fish-and-chips-763
270799,485,bubble-and-squeak-248
129737,569,ploughman's-lunch-631
206992,722,steak-and-ale-pie-865
180619,86,fish-and-chips-611
123181,155,poitin-766
187272,123,cottage-pie-991
254255,344,ploughman's-lunch-170
259759,309,bubble-and-squeak-627
113679,362,poitin-40
156103,209,ploughman's-lunch-382
284151,631,steak-and-ale-pie-898
236362,209,ploughman's-lunch-984
59502,789,fish-and-chips-572
268546,135,ploughman's-lunch-264
14402,151,fish-and-chips-765
32181,247,ploughman's-lunch-254
259898,235,cottage-pie-241
232255,970,bubble-and-squeak-177
238806,922,fish-and-chips-67
261775,406,cottage-pie-630
118301,643,cottage-pie-716
65182,267,poitin-771
277239,19,fish-and-chips-259
152801,904,steak-and-ale-pie-64
66244,517,poitin-380
297248,576,steak-and-ale-pie-61
228585,331,bubble-and-squeak-164
161338,77,fish-and-chips-95
127949,315,steak-and-ale-pie-586
118047,11,ploughman's-lunch-696
21406,369,ploughman's-lunch-281
60012,721,ploughman's-lunch-795
254429,346,cottage-pie-899
230833,916,cottage-pie-49
142246,136,cottage-pie-599
241962,187,cottage-pie-648
31043,691,ploughman's-lunch-920
250485,248,ploughman's-lunch-601
271194,951,cottage-pie-270
98454,923,fish-and-chips-57
86418,566,bubble-and-squeak-414
141330,400,ploughman's-lunch-803
284701,168,poitin-171
40901,183,ploughman's-lunch-191
10940,986,bubble-and-squeak-160
135021,214,fish-and-chips-414
211097,436,fish-and-chips-984
122541,720,bubble-and-squeak-992
169401,471,fish-and-chips-439
121420,538,poitin-309
105604,606,cottage-pie-312
197729,925,cottage-pie-713
264218,500,bubble-and-squeak-67
75493,382,bubble-and-squeak-73
155736,293,fish-and-chips-550
70256,745,poitin-861
208502,326,steak-and-ale-pie-196
261543,268,fish-and-chips-296
208088,516,ploughman's-lunch-574
98683,605,ploughman's-lunch-819
186677,867,steak-and-ale-pie-132
58569,706,bubble-and-squeak-425
180964,5,steak-and-ale-pie-693
284735,606,cottage-pie-10
146293,388,ploughman's-lunch-742
114739,726,poitin-129
81892,669,bubble-and-squeak-875
32207,604,poitin-279
34511,256,bubble-and-squeak-144
108477,154,ploughman's-lunch-361
17955,355,cottage-pie-219
86081,153,ploughman's-lunch-399
183997,461,cottage-pie-653
153260,573,steak-and-ale-pie-540
26503,451,ploughman's-lunch-559
170522,327,cottage-pie-848
131923,14,cottage-pie-634
23281,625,steak-and-ale-pie-140
39981,251,poitin-74
186941,812,poitin-586
70404,783,ploughman's-lunch-782
176129,661,cottage-pie-17
202874,915,steak-and-ale-pie-154
133097,481,fish-and-chips-100
173170,689,steak-and-ale-pie-867
282406,591,steak-and-ale-pie-326
255220,325,ploughman's-lunch-101
248243,619,poitin-460
39633,542,ploughman's-lunch-831
119373,438,ploughman's-lunch-844
271144,123,poitin-970
195367,451,bubble-and-squeak-924
221871,497,ploughman's-lunch-242
74788,493,bubble-and-squeak-483
152271,862,cottage-pie-765
117211,547,poitin-569
75916,823,ploughman's-lunch-103
96588,907,bubble-and-squeak-470
114024,740,fish-and-chips-177
96075,203,ploughman's-lunch-941
24481,258,bubble-and-squeak-529
286168,194,steak-and-ale-pie-935
53356,290,fish-and-chips-671
150716,94,bubble-and-squeak-682
13099,919,steak-and-ale-pie-797
164696,347,cottage-pie-720
87327,464,poitin-603
176438,341,cottage-pie-211
108568,90,ploughman's-lunch-612
59443,824,fish-and-chips-50
21180,870,cottage-pie-203
151228,128,ploughman's-lunch-5
235819,489,fish-and-chips-253
127379,373,steak-and-ale-pie-604
102850,444,fish-and-chips-493
137060,110,poitin-658
212332,399,steak-and-ale-pie-494
10412,606,poitin-653
288851,315,fish-and-chips-832
15890,594,steak-and-ale-pie-967
218288,421,fish-and-chips-720
15623,457,steak-and-ale-pie-124
26515,625,fish-and-chips-809
122101,69,cottage-pie-356
248508,407,ploughman's-lunch-61
30326,87,steak-and-ale-pie-981
197427,296,steak-and-ale-pie-55
281338,115,poitin-636
187313,31,poitin-602
280912,235,cottage-pie-671
156546,339,ploughman's-lunch-153
146151,897,ploughman's-lunch-245
254014,270,ploughman's-lunch-619
148917,463,ploughman's-lunch-40
213674,217,steak-and-ale-pie-449
219957,58,fish-and-chips-691
12266,479,cottage-pie-926
213943,564,cottage-pie-723
174033,214,steak-and-ale-pie-426
171647,213,cottage-pie-37
41996,834,bubble-and-squeak-661
46813,388,cottage-pie-232
180190,948,poitin-741
197020,408,fish-and-chips-60
76692,249,fish-and-chips-52
154334,138,bubble-and-squeak-197
32066,191,steak-and-ale-pie-454
211225,239,ploughman's-lunch-480
203740,72,cottage-pie-932
183576,543,fish-and-chips-289
20810,638,fish-and-chips-124
3963,945,ploughman's-lunch-274
89330,99,steak-and-ale-pie-795
18824,697,fish-and-chips-604
244450,243,ploughman's-lunch-733
18970,553,fish-and-chips-681
62022,99,steak-and-ale-pie-507
239372,136,bubble-and-squeak-293
29530,74,steak-and-ale-pie-165
238142,230,bubble-and-squeak-447
103535,229,poitin-145
9939,537,poitin-625
46533,827,ploughman's-lunch-823
71803,839,cottage-pie-900
295817,660,bubble-and-squeak-112
208070,506,poitin-398
5030,245,ploughman's-lunch-309
11569,732,cottage-pie-828
84576,604,steak-and-ale-pie-593
104422,186,bubble-and-squeak-702
70983,598,bubble-and-squeak-877
97893,244,fish-and-chips-711
290754,724,bubble-and-squeak-59
113106,402,steak-and-ale-pie-575
224949,837,fish-and-chips-110
35031,767,steak-and-ale-pie-341
138997,139,ploughman's-lunch-374
236552,292,poitin-46
279103,292,ploughman's-lunch-653
295844,311,bubble-and-squeak-793
257674,435,steak-and-ale-pie-682
289102,108,cottage-pie-44
274749,663,fish-and-chips-777
186757,805,cottage-pie-245
73314,540,bubble-and-squeak-915
197290,370,ploughman's-lunch-495
28000,549,poitin-366
285538,182,fish-and-chips-219
79017,185,poitin-494
253291,962,bubble-and-squeak-369
217641,8,cottage-pie-755
222969,217,bubble-and-squeak-233
210626,550,poitin-981
224255,22,bubble-and-squeak-319
23388,45,fish-and-chips-57
221683,284,bubble-and-squeak-60
164335,950,bubble-and-squeak-276
178446,146,fish-and-chips-552
176991,480,poitin-560
125368,954,cottage-pie-499
80624,329,steak-and-ale-pie-682
61492,84,cottage-pie-164
29565,329,steak-and-ale-pie-779
101181,269,cottage-pie-130
236619,517,poitin-3
258772,244,poitin-902
264446,502,poitin-279
60737,847,fish-and-chips-288
133201,243,ploughman's-lunch-227
100111,195,bubble-and-squeak-828
227780,794,cottage-pie-126
289342,88,poitin-869
47852,863,bubble-and-squeak-43
2305,337,fish-and-chips-243
65602,210,steak-and-ale-pie-974
27248,522,steak-and-ale-pie-232
132619,492,ploughman's-lunch-906
261353,316,poitin-969
69973,928,cottage-pie-61
284184,311,poitin-756
119749,593,fish-and-chips-870
42066,788,poitin-895
142251,663,poitin-754
189379,992,fish-and-chips-671
260615,673,steak-and-ale-pie-806
47009,381,cottage-pie-392
237085,669,poitin-794
61325,978,steak-and-ale-pie-868
82081,310,cottage-pie-260
131239,418,poitin-601
258684,608,steak-and-ale-pie-432
265782,356,cottage-pie-393
52571,522,steak-and-ale-pie-301
52613,860,poitin-457
80242,537,steak-and-ale-pie-92
24995,100,fish-and-chips-952
127266,542,fish-and-chips-826
104056,216,steak-and-ale-pie-228
28136,241,poitin-87
177464,611,fish-and-chips-390
280148,286,steak-and-ale-pie-729
99594,564,poitin-168
273165,74,cottage-pie-220
170891,694,steak-and-ale-pie-229
83951,527,cottage-pie-177
39314,186,bubble-and-squeak-344
52572,409,bubble-and-squeak-325
87778,360,bubble-and-squeak-602
221761,272,cottage-pie-646
93051,613,poitin-480
101035,589,poitin-611
148335,349,poitin-566
101252,299,steak-and-ale-pie-715
5184,208,cottage-pie-257
200823,321,fish-and-chips-273
261807,598,ploughman's-lunch-213
81183,71,cottage-pie-853
44876,102,bubble-and-squeak-993
284296,603,ploughman's-lunch-919
113707,554,bubble-and-squeak-646
87623,755,steak-and-ale-pie-456
3434,546,bubble-and-squeak-799
66664,762,poitin-850
57182,250,cottage-pie-575
240502,994,bubble-and-squeak-658
15597,706,fish-and-chips-895
215179,825,bubble-and-squeak-459
116138,242,cottage-pie-834
218472,915,ploughman's-lunch-353
118671,704,poitin-629
180459,444,fish-and-chips-223
47741,101,poitin-424
79161,468,bubble-and-squeak-559
5912,771,ploughman's-lunch-408
32103,612,cottage-pie-121
51023,261,ploughman's-lunch-873
119024,59,cottage-pie-189
259418,598,steak-and-ale-pie-82
150959,312,bubble-and-squeak-228
227802,28,bubble-and-squeak-654
126591,743,bubble-and-squeak-743
267165,810,fish-and-chips-207
280995,231,fish-and-chips-808
25665,31,steak-and-ale-pie-566
189865,38,bubble-and-squeak-756
157184,168,poitin-121
265438,181,fish-and-chips-742
105359,439,steak-and-ale-pie-718
53063,490,cottage-pie-741
236558,8,fish-and-chips-303
224457,535,poitin-67
127259,328,cottage-pie-554
121045,497,cottage-pie-895
290866,171,ploughman's-lunch-269
30686,554,cottage-pie-839
239813,135,fish-and-chips-591
83289,222,poitin-560
116922,489,ploughman's-lunch-125
262911,704,fish-and-chips-349
176839,166,poitin-319
209107,825,ploughman's-lunch-294
148913,87,poitin-606
128064,997,bubble-and-squeak-589
30024,446,fish-and-chips-945
237813,999,bubble-and-squeak-347
12591,590,fish-and-chips-704
101042,737,bubble-and-squeak-527
60350,143,ploughman's-lunch-360
77807,949,fish-and-chips-657
83698,417,ploughman's-lunch-625
273965,927,steak-and-ale-pie-630
86016,975,fish-and-chips-16
80775,786,steak-and-ale-pie-431
202441,416,fish-and-chips-839
291038,319,cottage-pie-545
39879,401,poitin-72
260725,655,cottage-pie-872
85795,734,bubble-and-squeak-921
105063,955,cottage-pie-328
270121,957,poitin-337
81039,833,fish-and-chips-941
225090,399,ploughman's-lunch-919
176210,16,poitin-284
124737,623,steak-and-ale-pie-378
102156,448,steak-and-ale-pie-455
33457,456,ploughman's-lunch-800
275154,151,cottage-pie-501
285557,301,bubble-and-squeak-552
123086,710,bubble-and-squeak-830
2375,934,fish-and-chips-453
76372,5,poitin-752
233308,212,fish-and-chips-92
161015,449,fish-and-chips-967
79889,747,bubble-and-squeak-397
284589,505,bubble-and-squeak-628
131044,972,poitin-119
74601,747,bubble-and-squeak-715
95266,146,fish-and-chips-986
70975,262,cottage-pie-365
98933,923,bubble-and-squeak-897
95764,201,cottage-pie-191
163715,42,fish-and-chips-730
45166,391,fish-and-chips-629
175415,614,cottage-pie-301
53624,782,bubble-and-squeak-895
15846,205,ploughman's-lunch-671
27995,603,fish-and-chips-720
182261,918,poitin-347
226769,196,steak-and-ale-pie-601
284496,270,cottage-pie-638
221693,923,cottage-pie-698
196705,359,bubble-and-squeak-308
181046,147,fish-and-chips-593
233016,743,poitin-270
29689,177,steak-and-ale-pie-55
174557,927,cottage-pie-345
69576,138,ploughman's-lunch-292
220017,314,steak-and-ale-pie-439
216603,894,cottage-pie-487
25349,700,cottage-pie-340
145780,172,fish-and-chips-758
269475,754,cottage-pie-114
245447,77,fish-and-chips-20
230862,353,cottage-pie-544
159984,966,ploughman's-lunch-255
98702,508,steak-and-ale-pie-498
188668,566,bubble-and-squeak-596
231351,457,ploughman's-lunch-176
87734,64,bubble-and-squeak-328
290365,775,steak-and-ale-pie-511
207296,546,fish-and-chips-357
89825,76,cottage-pie-407
298051,289,poitin-623
48202,338,bubble-and-squeak-741
168823,355,cottage-pie-403
113489,706,poitin-726
67495,203,bubble-and-squeak-897
1417,984,ploughman's-lunch-394
195636,885,ploughman's-lunch-340
241508,579,poitin-664
32413,834,steak-and-ale-pie-621
137655,490,bubble-and-squeak-196
126414,894,poitin-124
86746,956,steak-and-ale-pie-889
296227,494,cottage-pie-759
9649,993,cottage-pie-190
276643,909,fish-and-chips-217
236688,787,bubble-and-squeak-603
217401,894,ploughman's-lunch-210
212949,839,poitin-214
287203,369,ploughman's-lunch-608
101673,392,ploughman's-lunch-88
44538,718,cottage-pie-578
38533,313,ploughman's-lunch-322
125308,666,poitin-132
93124,905,fish-and-chips-106
177332,434,poitin-407
195954,251,bubble-and-squeak-687
112625,189,fish-and-chips-149
21606,614,ploughman's-lunch-704
64745,432,fish-and-chips-413
230760,418,fish-and-chips-427
230638,181,poitin-149
226327,254,cottage-pie-354
139616,793,ploughman's-lunch-88
59547,426,cottage-pie-308
56695,352,fish-and-chips-719
234660,859,ploughman's-lunch-451
273787,69,poitin-523
194303,56,cottage-pie-40
256973,413,fish-and-chips-971
227565,805,steak-and-ale-pie-399
115888,194,bubble-and-squeak-26
189221,480,fish-and-chips-720
865,604,poitin-830
177344,919,fish-and-chips-950
219162,976,steak-and-ale-pie-472
89593,984,fish-and-chips-808
176775,194,poitin-784
100284,702,cottage-pie-577
158637,499,bubble-and-squeak-97
37757,761,steak-and-ale-pie-754
167788,597,poitin-315
263035,119,steak-and-ale-pie-695
238489,336,bubble-and-squeak-660
36631,345,ploughman's-lunch-850
255229,461,cottage-pie-848
294211,915,bubble-and-squeak-488
143072,952,bubble-and-squeak-569
152418,703,cottage-pie-163
89590,70,fish-and-chips-729
131353,820,bubble-and-squeak-241
181784,605,fish-and-chips-925
292929,773,ploughman's-lunch-608
226023,756,bubble-and-squeak-765
142958,74,cottage-pie-407
154361,413,ploughman's-lunch-21
246017,749,poitin-115
416,530,ploughman's-lunch-390
88800,437,bubble-and-squeak-224
169770,714,ploughman's-lunch-426
186119,929,fish-and-chips-768
132748,495,ploughman's-lunch-346
247314,761,steak-and-ale-pie-499
103478,925,fish-and-chips-985
224818,373,ploughman's-lunch-669
173141,62,poitin-351
228422,368,bubble-and-squeak-45
152226,12,cottage-pie-664
108549,661,bubble-and-squeak-400
148877,838,poitin-714
278691,903,poitin-948
115398,455,fish-and-chips-672
116525,556,steak-and-ale-pie-778
108085,292,fish-and-chips-664
274630,446,bubble-and-squeak-912
226225,104,bubble-and-squeak-659
249862,238,steak-and-ale-pie-739
65249,461,cottage-pie-529
169575,473,poitin-228
242227,365,bubble-and-squeak-253
266744,811,fish-and-chips-741
38071,145,bubble-and-squeak-880
18633,41,steak-and-ale-pie-997
246279,518,cottage-pie-418
221987,633,ploughman's-lunch-750
273456,559,cottage-pie-120
3525,368,fish-and-chips-270
113147,541,bubble-and-squeak-688
250615,248,fish-and-chips-60
32043,851,poitin-208
223492,407,steak-and-ale-pie-269
27620,940,fish-and-chips-345
230789,6,fish-and-chips-71
257840,8,ploughman's-lunch-115
75429,2,ploughman's-lunch-361
110615,549,bubble-and-squeak-112
5018,850,fish-and-chips-182
162054,521,poitin-79
52315,176,poitin-722
291562,391,bubble-and-squeak-602
110403,706,cottage-pie-111
264346,825,bubble-and-squeak-431
245685,402,ploughman's-lunch-171
132251,713,bubble-and-squeak-760
107238,393,poitin-202
232681,838,fish-and-chips-270
190495,117,ploughman's-lunch-673
250233,911,steak-and-ale-pie-79
190681,72,ploughman's-lunch-904
264594,202,bubble-and-squeak-158
8692,247,poitin-102
271642,725,ploughman's-lunch-223
132461,269,cottage-pie-379
5712,325,poitin-452
39732,243,fish-and-chips-489
108548,266,cottage-pie-415
98733,994,poitin-986
171275,68,fish-and-chips-629
105634,358,poitin-259
223185,972,bubble-and-squeak-268
235181,948,cottage-pie-455
73434,231,fish-and-chips-453
270877,591,cottage-pie-276
81535,816,ploughman's-lunch-985
181007,541,ploughman's-lunch-875
299553,116,fish-and-chips-517
225282,147,fish-and-chips-131
4509,839,steak-and-ale-pie-174
192672,752,fish-and-chips-227
22365,55,bubble-and-squeak-753
121970,422,steak-and-ale-pie-675
294947,770,ploughman's-lunch-753
136305,203,cottage-pie-720
134737,881,cottage-pie-846
174621,959,steak-and-ale-pie-180
279875,528,bubble-and-squeak-905
75885,776,ploughman's-lunch-917
211239,127,ploughman's-lunch-665
293154,879,ploughman's-lunch-139
100436,820,steak-and-ale-pie-757
174246,570,poitin-828
95543,176,poitin-402
44665,77,ploughman's-lunch-386
5000,995,fish-and-chips-902
95216,992,fish-and-chips-284
296204,740,bubble-and-squeak-515
181515,181,ploughman's-lunch-710
200196,92,fish-and-chips-892
200904,842,cottage-pie-195
208484,706,bubble-and-squeak-185
155812,42,bubble-and-squeak-790
167253,611,fish-and-chips-603
95774,663,poitin-149
99955,826,ploughman's-lunch-101
178145,656,bubble-and-squeak-261
223486,47,steak-and-ale-pie-205
116190,795,ploughman's-lunch-617
109930,406,bubble-and-squeak-538
240734,574,bubble-and-squeak-848
176302,481,ploughman's-lunch-289
113986,431,poitin-44
223434,303,poitin-518
220745,785,fish-and-chips-427
276353,367,cottage-pie-730
173889,169,bubble-and-squeak-975
228317,794,fish-and-chips-57
219120,514,poitin-338
78868,701,bubble-and-squeak-907
32998,988,cottage-pie-740
179992,747,fish-and-chips-707
241187,751,bubble-and-squeak-619
196013,711,steak-and-ale-pie-982
89845,913,fish-and-chips-657
24128,923,poitin-643
2110,76,poitin-267
161506,708,cottage-pie-464
113064,812,cottage-pie-557
185560,348,fish-and-chips-450
11464,793,ploughman's-lunch-468
269166,281,steak-and-ale-pie-855
236782,53,steak-and-ale-pie-776
73832,498,ploughman's-lunch-821
48368,880,fish-and-chips-379
296094,394,ploughman's-lunch-211
243615,133,cottage-pie-197
192157,769,cottage-pie-503
48320,498,ploughman's-lunch-553
270498,393,fish-and-chips-706
188163,789,poitin-391
250771,380,steak-and-ale-pie-304
99090,616,fish-and-chips-236
38228,949,fish-and-chips-493
28812,307,fish-and-chips-297
55117,226,ploughman's-lunch-350
201135,855,fish-and-chips-883
226844,652,ploughman's-lunch-811
60911,594,poitin-316
288670,745,fish-and-chips-163
160682,148,cottage-pie-143
10098,141,poitin-638
75850,249,steak-and-ale-pie-628
101136,27,bubble-and-squeak-988
115039,211,cottage-pie-844
98285,485,steak-and-ale-pie-392
261432,447,fish-and-chips-843
58554,329,poitin-35
118207,665,steak-and-ale-pie-290
154701,379,poitin-298
252852,917,fish-and-chips-463
182587,465,steak-and-ale-pie-37
220679,679,steak-and-ale-pie-272
282866,155,cottage-pie-89
47292,256,steak-and-ale-pie-675
6775,922,bubble-and-squeak-396
153321,885,poitin-390
205708,836,ploughman's-lunch-141
167299,700,steak-and-ale-pie-376
119011,461,steak-and-ale-pie-601
12574,165,cottage-pie-501
101465,286,cottage-pie-850
292273,298,cottage-pie-949
267180,133,ploughman's-lunch-676
123825,764,bubble-and-squeak-967
278398,186,poitin-909
97662,825,steak-and-ale-pie-791
166039,625,poitin-104
199027,394,fish-and-chips-948
52752,152,fish-and-chips-751
61238,419,steak-and-ale-pie-894
283475,82,bubble-and-squeak-440
172668,830,fish-and-chips-823
131633,18,fish-and-chips-391
245321,829,cottage-pie-715
122036,114,bubble-and-squeak-659
119183,266,cottage-pie-30
88904,23,cottage-pie-891
107984,55,ploughman's-lunch-251
215075,533,steak-and-ale-pie-889
167690,248,poitin-462
57927,955,fish-and-chips-232
154417,1,cottage-pie-452
159520,430,poitin-330
225312,119,steak-and-ale-pie-16
138506,941,bubble-and-squeak-83
196140,94,fish-and-chips-415
252489,925,bubble-and-squeak-339
161933,360,poitin-842
20480,144,bubble-and-squeak-842
140054,218,fish-and-chips-36
96697,519,ploughman's-lunch-904
183483,441,bubble-and-squeak-690
77718,639,cottage-pie-631
240508,489,ploughman's-lunch-423
224642,156,poitin-238
135350,671,fish-and-chips-491
138767,731,bubble-and-squeak-397
231147,882,cottage-pie-387
267856,371,bubble-and-squeak-549
181217,342,fish-and-chips-114
5987,367,fish-and-chips-262
69844,129,bubble-and-squeak-905
40789,499,cottage-pie-788
78418,604,bubble-and-squeak-706
10151,4,fish-and-chips-195
12883,678,poitin-916
168864,829,ploughman's-lunch-949
193944,131,steak-and-ale-pie-661
108010,174,cottage-pie-348
136788,122,bubble-and-squeak-603
242526,774,steak-and-ale-pie-244
254001,654,bubble-and-squeak-873
160160,332,bubble-and-squeak-636
102366,298,fish-and-chips-108
225521,150,fish-and-chips-835
40075,576,ploughman's-lunch-136
15760,909,cottage-pie-874
274905,764,poitin-35
264586,896,poitin-947
214096,252,poitin-2
162571,934,ploughman's-lunch-922
245405,183,cottage-pie-511
108943,44,steak-and-ale-pie-334
247139,922,fish-and-chips-898
245288,895,fish-and-chips-268
78120,519,cottage-pie-501
176746,459,ploughman's-lunch-532
96688,851,cottage-pie-899
98295,492,bubble-and-squeak-104
227125,770,poitin-680
291019,71,fish-and-chips-426
69105,303,fish-and-chips-505
158165,341,poitin-997
92974,144,steak-and-ale-pie-448
182424,941,poitin-148
2654,175,fish-and-chips-437
14677,196,ploughman's-lunch-177
133248,847,fish-and-chips-994
54430,500,fish-and-chips-795
83807,124,fish-and-chips-801
35140,693,ploughman's-lunch-10
190680,109,poitin-299
166323,438,bubble-and-squeak-485
281000,137,bubble-and-squeak-58
93133,363,poitin-864
258538,870,cottage-pie-152
292478,51,fish-and-chips-64
101180,98,poitin-41
124944,495,ploughman's-lunch-44
48246,16,poitin-501
212744,67,cottage-pie-961
242776,319,fish-and-chips-17
16949,875,fish-and-chips-246
152598,995,poitin-36
276759,520,steak-and-ale-pie-71
80534,461,fish-and-chips-1000
244357,503,poitin-630
124848,34,bubble-and-squeak-143
34520,147,fish-and-chips-878
109824,163,ploughman's-lunch-926
100864,842,bubble-and-squeak-705
246918,81,steak-and-ale-pie-189
203002,504,ploughman's-lunch-945
118158,226,steak-and-ale-pie-971
92109,616,poitin-949
218359,390,ploughman's-lunch-966
296821,443,cottage-pie-801
26451,682,ploughman's-lunch-787
208959,677,steak-and-ale-pie-585
134431,821,ploughman's-lunch-301
106958,534,steak-and-ale-pie-430
213158,75,cottage-pie-465
249933,225,bubble-and-squeak-207
170671,833,fish-and-chips-605
68169,547,fish-and-chips-130
19961,33,steak-and-ale-pie-552
147728,323,fish-and-chips-387
210596,932,steak-and-ale-pie-147
144298,285,cottage-pie-334
119446,488,cottage-pie-465
98242,650,cottage-pie-568
48566,672,cottage-pie-32
72576,804,cottage-pie-777
183030,617,cottage-pie-992
126098,84,cottage-pie-658
46126,910,ploughman's-lunch-267
69038,1000,poitin-374
76839,874,fish-and-chips-414
69435,218,bubble-and-squeak-49
79168,220,bubble-and-squeak-545
17352,805,steak-and-ale-pie-716
144095,315,fish-and-chips-556
12623,681,cottage-pie-943
60548,780,poitin-915
188225,826,ploughman's-lunch-482
3390,826,fish-and-chips-866
220162,325,cottage-pie-476
18927,907,ploughman's-lunch-790
291218,492,ploughman's-lunch-242
71098,715,cottage-pie-677
130911,892,bubble-and-squeak-920
217936,639,cottage-pie-620
100827,298,bubble-and-squeak-313
89655,825,fish-and-chips-405
55546,933,poitin-327
97195,209,poitin-553
223906,313,ploughman's-lunch-469
238560,257,fish-and-chips-442
6183,317,bubble-and-squeak-204
11288,783,cottage-pie-121
